architecture_id,family,variant,strategy,w_bits,m_bits,l_bits,k_bits,configuration,is_literature_baseline,selected_for_synthesis,ssim,ncc,mae,mre,mred,error_class,energy_saving_pct,area_saving_pct,power_mw,area_um2,delay_ns,pdp,edp,balanced_score,profile,pareto_energy_error,pareto_area_error,is_acceptable_mred_010,is_acceptable_mred_005
194,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,9,5,2,"M=9, L=5, K=2",0,0,0.995799,0.998302,561.774,0.008949,0.004349,Baixo erro,39.8703,40.3437,0.751622,596.563,4.78125,3.593691,17.182337,0.676755,Prioridade em acuracia,0,0,1,1
195,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,9,6,1,"M=9, L=6, K=1",0,0,0.998243,0.999295,262.232,0.003853,0.000584,Baixo erro,35.1071,36.5184,0.811161,634.816,4.890625,3.967083,19.401517,0.655519,Prioridade em acuracia,1,1,1,1
196,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,10,1,5,"M=10, L=1, K=5",0,1,0.978358,0.991229,2651.979,0.045543,0.028684,Baixo erro,52.8689,48.839,0.589139,511.61,4.453125,2.623508,11.682811,0.714579,Prioridade em acuracia,0,0,1,1
197,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,10,2,4,"M=10, L=2, K=4",0,0,0.986008,0.994333,1752.915,0.029537,0.01752,Baixo erro,46.6452,44.9289,0.666935,550.711,4.5625,3.042891,13.883189,0.696268,Prioridade em acuracia,0,0,1,1
198,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,10,3,3,"M=10, L=3, K=3",0,0,0.992311,0.996885,981.491,0.016206,0.009891,Baixo erro,44.3553,42.4796,0.695558,575.204,4.671875,3.249561,15.181542,0.69126,Prioridade em acuracia,0,0,1,1
199,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,10,4,2,"M=10, L=4, K=2",0,0,0.996352,0.998519,474.329,0.007615,0.005529,Baixo erro,39.3503,38.5924,0.758121,614.076,4.78125,3.624768,17.330921,0.669695,Prioridade em acuracia,0,0,1,1
200,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,10,5,1,"M=10, L=5, K=1",0,0,0.999072,0.999627,164.384,0.002027,0.000387,Baixo erro,34.672,35.2964,0.8166,647.036,4.890625,3.993685,19.531617,0.651483,Prioridade em acuracia,1,1,1,1
201,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,11,1,4,"M=11, L=1, K=4",0,0,0.986423,0.994494,1665.016,0.028494,0.018859,Baixo erro,46.2249,44.7363,0.672189,552.637,4.5625,3.066864,13.992566,0.692834,Prioridade em acuracia,0,0,1,1
202,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,11,2,3,"M=11, L=2, K=3",0,0,0.99157,0.996585,1057.843,0.017773,0.010805,Baixo erro,42.7561,42.0178,0.715549,579.822,4.671875,3.342953,15.61786,0.683498,Prioridade em acuracia,0,0,1,1
203,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,11,3,2,"M=11, L=3, K=2",0,0,0.996231,0.998471,442.004,0.007904,0.005311,Baixo erro,37.0765,38.256,0.786543,617.44,4.78125,3.76066,17.980656,0.661076,Prioridade em acuracia,0,0,1,1
204,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,11,4,1,"M=11, L=4, K=1",0,0,0.999166,0.99966,94.588,0.001701,0.001707,Baixo erro,32.2508,35.6925,0.846865,643.075,4.890625,4.141701,20.255507,0.642227,Prioridade em acuracia,0,0,1,1
205,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,12,1,3,"M=12, L=1, K=3",0,1,0.991901,0.996719,1009.528,0.017081,0.010326,Baixo erro,40.7669,39.0905,0.740414,609.095,4.671875,3.459122,16.160586,0.670456,Prioridade em acuracia,0,0,1,1
206,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,12,2,2,"M=12, L=2, K=2",0,0,0.996398,0.998538,440.771,0.007545,0.005173,Baixo erro,36.7091,36.149,0.791136,638.51,4.78125,3.782619,18.085649,0.655257,Prioridade em acuracia,0,0,1,1
207,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,12,3,1,"M=12, L=3, K=1",0,0,0.998625,0.999447,162.595,0.002982,0.000822,Baixo erro,33.0666,33.5616,0.836668,664.384,4.890625,4.091828,20.011599,0.641422,Prioridade em acuracia,0,0,1,1
208,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,13,1,2,"M=13, L=1, K=2",0,0,0.996928,0.998755,363.019,0.006468,0.004023,Baixo erro,37.0506,37.6775,0.786868,623.225,4.78125,3.762213,17.98808,0.661153,Prioridade em acuracia,0,0,1,1
209,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,13,2,1,"M=13, L=2, K=1",0,0,0.998886,0.999547,119.809,0.002319,0.00176,Baixo erro,32.7385,33.8478,0.840769,661.522,4.890625,4.111884,20.109682,0.639827,Prioridade em acuracia,0,0,1,1
210,M-AxPPA,M-AxPPA-TRUNC,TRUNC,16,14,1,1,"M=14, L=1, K=1",0,0,0.999415,0.999761,99.631,0.001198,0.001161,Baixo erro,30.0276,31.5491,0.874655,684.509,4.890625,4.27761,20.920184,0.625734,Prioridade em acuracia,0,0,1,1
211,M-AxPPA,M-AxPPA-LOA,LOA,16,1,1,14,"M=1, L=1, K=14",0,0,0.92,0.953,8167.0,0.126,0.0827805237382172,Erro controlado,91.4382,59.2601,0.107022,407.399,3.46875,0.371232,1.287712,0.814483,Alta economia com erro controlado,1,0,1,0
212,M-AxPPA,M-AxPPA-LOA,LOA,16,1,2,13,"M=1, L=2, K=13",0,0,0.949738,0.979612,6115.388,0.105402,0.070773,Erro controlado,87.9831,56.5088,0.150211,434.912,3.578125,0.537475,1.923152,0.809574,Alta economia com erro controlado,1,0,1,0
213,M-AxPPA,M-AxPPA-LOA,LOA,16,1,3,12,"M=1, L=3, K=12",0,0,0.957047,0.982579,5262.84,0.090126,0.05991,Erro controlado,82.5999,52.2099,0.217501,477.901,3.6875,0.802037,2.95751,0.793066,Alta economia com erro controlado,1,0,1,0
214,M-AxPPA,M-AxPPA-LOA,LOA,16,1,4,11,"M=1, L=4, K=11",0,0,0.963647,0.98525,4460.627,0.076148,0.05217,Erro controlado,79.4891,49.371,0.256386,506.29,3.796875,0.973467,3.696131,0.784389,Trade-off intermediario,1,0,1,0
215,M-AxPPA,M-AxPPA-LOA,LOA,16,1,5,10,"M=1, L=5, K=10",0,0,0.969352,0.987574,3808.345,0.064405,0.041659,Baixo erro,73.6034,47.2616,0.329957,527.384,3.90625,1.288896,5.034749,0.770534,Prioridade em acuracia,1,0,1,1
216,M-AxPPA,M-AxPPA-LOA,LOA,16,1,6,9,"M=1, L=6, K=9",0,0,0.975183,0.989932,3071.204,0.052023,0.03518,Baixo erro,69.9365,43.5888,0.375794,564.112,4.015625,1.509048,6.059772,0.756606,Prioridade em acuracia,1,0,1,1
217,M-AxPPA,M-AxPPA-LOA,LOA,16,1,7,8,"M=1, L=7, K=8",0,1,0.980262,0.991996,2428.431,0.041446,0.027187,Baixo erro,65.3233,40.1832,0.433458,598.168,4.125,1.788016,7.375566,0.741594,Prioridade em acuracia,1,0,1,1
218,M-AxPPA,M-AxPPA-LOA,LOA,16,1,8,7,"M=1, L=8, K=7",0,0,0.985206,0.993995,1843.714,0.030929,0.021904,Baixo erro,59.5739,35.8528,0.505326,641.472,4.234375,2.139739,9.060457,0.717427,Prioridade em acuracia,1,0,1,1
219,M-AxPPA,M-AxPPA-LOA,LOA,16,1,9,6,"M=1, L=9, K=6",0,0,0.988032,0.995151,1475.356,0.025229,0.015383,Baixo erro,55.905,32.4796,0.551187,675.204,4.34375,2.394219,10.399888,0.704202,Prioridade em acuracia,1,0,1,1
220,M-AxPPA,M-AxPPA-LOA,LOA,16,1,10,5,"M=1, L=10, K=5",0,0,0.991547,0.996578,1052.627,0.017888,0.010092,Baixo erro,52.3537,29.3708,0.595578,706.292,4.453125,2.652185,11.81051,0.690597,Prioridade em acuracia,1,0,1,1
221,M-AxPPA,M-AxPPA-LOA,LOA,16,1,11,4,"M=1, L=11, K=4",0,0,0.994247,0.997672,783.459,0.012176,0.006839,Baixo erro,46.1655,25.8054,0.672931,741.946,4.5625,3.07025,14.008014,0.66427,Prioridade em acuracia,1,0,1,1
222,M-AxPPA,M-AxPPA-LOA,LOA,16,1,12,3,"M=1, L=12, K=3",0,0,0.996845,0.998719,422.295,0.00658,0.004851,Baixo erro,42.617,22.8002,0.717288,771.998,4.671875,3.351079,15.655823,0.647186,Prioridade em acuracia,0,0,1,1
223,M-AxPPA,M-AxPPA-LOA,LOA,16,1,13,2,"M=1, L=13, K=2",0,0,0.997419,0.998961,345.343,0.005585,0.001708,Baixo erro,37.2153,21.2144,0.784809,787.856,4.78125,3.75237,17.941017,0.627924,Prioridade em acuracia,0,0,1,1
224,M-AxPPA,M-AxPPA-LOA,LOA,16,1,14,1,"M=1, L=14, K=1",0,1,0.998703,0.999477,201.101,0.002802,0.00092,Baixo erro,33.7402,16.0532,0.828247,839.468,4.890625,4.050647,19.810193,0.604981,Prioridade em acuracia,0,0,1,1
225,M-AxPPA,M-AxPPA-LOA,LOA,16,2,1,13,"M=2, L=1, K=13",0,1,0.948604,0.979158,6288.461,0.107908,0.070951,Erro controlado,88.62,60.93,0.14225,390.7,3.578125,0.508988,1.821224,0.82143,Alta economia com erro controlado,1,0,1,0
226,M-AxPPA,M-AxPPA-LOA,LOA,16,2,2,12,"M=2, L=2, K=12",0,0,0.956483,0.982348,5359.652,0.091254,0.061318,Erro controlado,81.9925,53.8444,0.225094,461.556,3.6875,0.830032,3.060745,0.792928,Alta economia com erro controlado,0,0,1,0
227,M-AxPPA,M-AxPPA-LOA,LOA,16,2,3,11,"M=2, L=3, K=11",0,0,0.963872,0.985347,4448.736,0.075786,0.0506,Erro controlado,78.4985,50.4604,0.268769,495.396,3.796875,1.020482,3.874644,0.785028,Trade-off intermediario,1,0,1,0
228,M-AxPPA,M-AxPPA-LOA,LOA,16,2,4,10,"M=2, L=4, K=10",0,0,0.970152,0.987894,3644.101,0.062621,0.04171,Baixo erro,73.9186,45.2883,0.326018,547.117,3.90625,1.273507,4.974636,0.767237,Prioridade em acuracia,1,0,1,1
229,M-AxPPA,M-AxPPA-LOA,LOA,16,2,5,9,"M=2, L=5, K=9",0,0,0.97595,0.990243,2980.852,0.050396,0.034292,Baixo erro,68.1309,43.1621,0.398363,568.379,4.015625,1.599678,6.423705,0.750213,Prioridade em acuracia,1,0,1,1
230,M-AxPPA,M-AxPPA-LOA,LOA,16,2,6,8,"M=2, L=6, K=8",0,0,0.980594,0.992131,2430.862,0.040749,0.026725,Baixo erro,63.725,39.0887,0.453437,609.113,4.125,1.870429,7.715518,0.733984,Prioridade em acuracia,1,0,1,1
231,M-AxPPA,M-AxPPA-LOA,LOA,16,2,7,7,"M=2, L=7, K=7",0,0,0.98444,0.993692,1961.753,0.032721,0.020886,Baixo erro,58.9623,35.8789,0.512971,641.211,4.234375,2.17211,9.19753,0.716446,Prioridade em acuracia,1,0,1,1
232,M-AxPPA,M-AxPPA-LOA,LOA,16,2,8,6,"M=2, L=8, K=6",0,0,0.987938,0.995111,1527.508,0.025372,0.016113,Baixo erro,54.285,32.733,0.571438,672.67,4.34375,2.482184,10.781985,0.698155,Prioridade em acuracia,0,0,1,1
233,M-AxPPA,M-AxPPA-LOA,LOA,16,2,9,5,"M=2, L=9, K=5",0,0,0.991508,0.996556,1070.9,0.017821,0.011808,Baixo erro,51.4924,29.8618,0.606345,701.382,4.453125,2.700131,12.024021,0.686675,Prioridade em acuracia,0,0,1,1
234,M-AxPPA,M-AxPPA-LOA,LOA,16,2,10,4,"M=2, L=10, K=4",0,0,0.994319,0.997698,764.339,0.011959,0.007483,Baixo erro,45.0357,26.3239,0.687054,736.761,4.5625,3.134682,14.301989,0.660657,Prioridade em acuracia,0,0,1,1
235,M-AxPPA,M-AxPPA-LOA,LOA,16,2,11,3,"M=2, L=11, K=3",0,0,0.996019,0.998394,497.919,0.008542,0.003421,Baixo erro,41.5678,21.9664,0.730403,780.336,4.671875,3.412351,15.942078,0.643204,Prioridade em acuracia,1,0,1,1
236,M-AxPPA,M-AxPPA-LOA,LOA,16,2,12,2,"M=2, L=12, K=2",0,0,0.998104,0.999231,258.002,0.003973,0.00271,Baixo erro,37.2201,19.4619,0.784749,805.381,4.78125,3.75208,17.939632,0.622936,Prioridade em acuracia,0,0,1,1
237,M-AxPPA,M-AxPPA-LOA,LOA,16,2,13,1,"M=2, L=13, K=1",0,0,0.999021,0.999608,150.757,0.002153,0.000239,Baixo erro,32.5967,14.8095,0.842541,851.905,4.890625,4.120554,20.152083,0.598913,Prioridade em acuracia,1,0,1,1
238,M-AxPPA,M-AxPPA-LOA,LOA,16,3,1,12,"M=3, L=1, K=12",0,1,0.95642,0.982321,5329.974,0.091362,0.061679,Erro controlado,81.3075,52.4836,0.233656,475.164,3.6875,0.861605,3.177169,0.787065,Alta economia com erro controlado,0,0,1,0
239,M-AxPPA,M-AxPPA-LOA,LOA,16,3,2,11,"M=3, L=2, K=11",0,0,0.963572,0.985227,4438.387,0.076481,0.050295,Erro controlado,76.0101,49.3206,0.299874,506.794,3.796875,1.138585,4.323065,0.773963,Trade-off intermediario,1,0,1,0
240,M-AxPPA,M-AxPPA-LOA,LOA,16,3,3,10,"M=3, L=3, K=10",0,0,0.969844,0.98777,3695.552,0.063284,0.041963,Baixo erro,71.2343,45.391,0.359571,546.09,3.90625,1.404575,5.48662,0.757592,Prioridade em acuracia,0,0,1,1
241,M-AxPPA,M-AxPPA-LOA,LOA,16,3,4,9,"M=3, L=4, K=9",0,0,0.975865,0.990205,3006.069,0.050499,0.035271,Baixo erro,68.9048,41.6768,0.38869,583.232,4.015625,1.560831,6.267713,0.748589,Prioridade em acuracia,0,0,1,1
242,M-AxPPA,M-AxPPA-LOA,LOA,16,3,5,8,"M=3, L=5, K=8",0,0,0.980228,0.991979,2493.218,0.041438,0.02812,Baixo erro,64.3722,39.6845,0.445347,603.155,4.125,1.837058,7.577866,0.736043,Prioridade em acuracia,0,0,1,1
243,M-AxPPA,M-AxPPA-LOA,LOA,16,3,6,7,"M=3, L=6, K=7",0,0,0.984571,0.993747,1895.595,0.032467,0.020473,Baixo erro,58.7271,34.471,0.515911,655.29,4.234375,2.18456,9.250248,0.712956,Prioridade em acuracia,1,0,1,1
244,M-AxPPA,M-AxPPA-LOA,LOA,16,3,7,6,"M=3, L=7, K=6",0,0,0.988265,0.995244,1492.027,0.024706,0.015435,Baixo erro,55.3478,31.4993,0.558153,685.007,4.34375,2.424477,10.53132,0.699984,Prioridade em acuracia,0,0,1,1
245,M-AxPPA,M-AxPPA-LOA,LOA,16,3,8,5,"M=3, L=8, K=5",0,0,0.991299,0.996479,1117.738,0.018423,0.01026,Baixo erro,50.0377,29.8297,0.624529,701.703,4.453125,2.781107,12.384618,0.683152,Prioridade em acuracia,0,0,1,1
246,M-AxPPA,M-AxPPA-LOA,LOA,16,3,9,4,"M=3, L=9, K=4",0,0,0.994285,0.997685,705.077,0.012067,0.007127,Baixo erro,44.1553,25.5826,0.698058,744.174,4.5625,3.184891,14.531067,0.656274,Prioridade em acuracia,0,0,1,1
247,M-AxPPA,M-AxPPA-LOA,LOA,16,3,10,3,"M=3, L=10, K=3",0,0,0.996719,0.998672,447.94,0.006944,0.003901,Baixo erro,40.6781,22.6872,0.741524,773.128,4.671875,3.464305,16.184802,0.641081,Prioridade em acuracia,0,0,1,1
248,M-AxPPA,M-AxPPA-LOA,LOA,16,3,11,2,"M=3, L=11, K=2",0,0,0.99747,0.998981,352.023,0.005461,0.001828,Baixo erro,37.0949,19.907,0.786314,800.93,4.78125,3.759564,17.975414,0.624467,Prioridade em acuracia,0,0,1,1
249,M-AxPPA,M-AxPPA-LOA,LOA,16,3,12,1,"M=3, L=12, K=1",0,0,0.999031,0.999605,151.501,0.00199,0.001837,Baixo erro,30.7202,16.5078,0.865998,834.922,4.890625,4.235272,20.713126,0.594169,Prioridade em acuracia,0,0,1,1
250,M-AxPPA,M-AxPPA-LOA,LOA,16,4,1,11,"M=4, L=1, K=11",0,1,0.96354,0.985212,4460.721,0.076488,0.051,Erro controlado,75.425,49.1125,0.307187,508.875,3.796875,1.166352,4.428492,0.770619,Trade-off intermediario,0,0,1,0
251,M-AxPPA,M-AxPPA-LOA,LOA,16,4,2,10,"M=4, L=2, K=10",0,0,0.970014,0.987833,3680.241,0.062795,0.043215,Baixo erro,72.8495,44.3366,0.339382,556.634,3.90625,1.32571,5.178554,0.759619,Prioridade em acuracia,0,0,1,1
252,M-AxPPA,M-AxPPA-LOA,LOA,16,4,3,9,"M=4, L=3, K=9",0,0,0.975366,0.990005,3054.368,0.051606,0.035279,Baixo erro,67.0983,42.535,0.411271,574.65,4.015625,1.651511,6.63185,0.744027,Prioridade em acuracia,0,0,1,1
253,M-AxPPA,M-AxPPA-LOA,LOA,16,4,4,8,"M=4, L=4, K=8",0,0,0.98039,0.992048,2413.551,0.041178,0.027001,Baixo erro,63.6716,39.1929,0.454105,608.071,4.125,1.873182,7.726877,0.733713,Prioridade em acuracia,0,0,1,1
254,M-AxPPA,M-AxPPA-LOA,LOA,16,4,5,7,"M=4, L=5, K=7",0,0,0.985026,0.993925,1880.598,0.031373,0.021404,Baixo erro,58.9198,33.3134,0.513502,666.866,4.234375,2.174362,9.207063,0.710036,Prioridade em acuracia,0,0,1,1
255,M-AxPPA,M-AxPPA-LOA,LOA,16,4,6,6,"M=4, L=6, K=6",0,0,0.988356,0.995283,1475.293,0.024555,0.014857,Baixo erro,53.6319,30.2754,0.579602,697.246,4.34375,2.517645,10.936021,0.691799,Prioridade em acuracia,1,0,1,1
256,M-AxPPA,M-AxPPA-LOA,LOA,16,4,7,5,"M=4, L=7, K=5",0,0,0.991338,0.996492,1119.557,0.018296,0.010729,Baixo erro,50.0811,27.4593,0.623987,725.407,4.453125,2.778691,12.373858,0.677534,Prioridade em acuracia,0,0,1,1
257,M-AxPPA,M-AxPPA-LOA,LOA,16,4,8,4,"M=4, L=8, K=4",0,0,0.995014,0.997974,650.291,0.010364,0.008046,Baixo erro,45.5488,24.8712,0.68064,751.288,4.5625,3.105418,14.168469,0.658642,Prioridade em acuracia,0,0,1,1
258,M-AxPPA,M-AxPPA-LOA,LOA,16,4,9,3,"M=4, L=9, K=3",0,0,0.996955,0.998768,410.797,0.006455,0.003507,Baixo erro,39.8135,22.6655,0.752331,773.345,4.671875,3.514797,16.420691,0.638389,Prioridade em acuracia,0,0,1,1
259,M-AxPPA,M-AxPPA-LOA,LOA,16,4,10,2,"M=4, L=10, K=2",0,0,0.9987,0.9993,10300.0,0.0202,0.0013114184025630454,Baixo erro,36.1238,18.0355,0.798453,819.645,4.78125,3.817601,18.252907,0.617439,Prioridade em acuracia,0,0,1,1
260,M-AxPPA,M-AxPPA-LOA,LOA,16,4,11,1,"M=4, L=11, K=1",0,0,0.998301,0.999317,192.52,0.003701,0.000826,Baixo erro,29.9971,13.7279,0.875036,862.721,4.890625,4.279473,20.929297,0.586574,Prioridade em acuracia,0,0,1,1
261,M-AxPPA,M-AxPPA-LOA,LOA,16,5,1,10,"M=5, L=1, K=10",0,0,0.969439,0.987607,3782.308,0.064159,0.042228,Baixo erro,70.0806,43.885,0.373992,561.15,3.90625,1.460908,5.706671,0.749842,Prioridade em acuracia,0,0,1,1
262,M-AxPPA,M-AxPPA-LOA,LOA,16,5,2,9,"M=5, L=2, K=9",0,0,0.975506,0.990067,3058.382,0.051427,0.033806,Baixo erro,65.7612,39.8089,0.427985,601.911,4.015625,1.718628,6.901365,0.734878,Prioridade em acuracia,1,0,1,1
263,M-AxPPA,M-AxPPA-LOA,LOA,16,5,3,8,"M=5, L=3, K=8",0,0,0.979888,0.991849,2507.646,0.042328,0.026619,Baixo erro,62.3648,38.1891,0.470441,618.109,4.125,1.940567,8.00484,0.727255,Prioridade em acuracia,1,0,1,1
264,M-AxPPA,M-AxPPA-LOA,LOA,16,5,4,7,"M=5, L=4, K=7",0,0,0.985058,0.993937,1865.74,0.031276,0.021691,Baixo erro,57.4127,34.7829,0.532342,652.171,4.234375,2.254134,9.544848,0.707581,Prioridade em acuracia,0,0,1,1
265,M-AxPPA,M-AxPPA-LOA,LOA,16,5,5,6,"M=5, L=5, K=6",0,0,0.988217,0.995222,1464.502,0.02475,0.016134,Baixo erro,51.9243,31.7472,0.600946,682.528,4.34375,2.61036,11.338749,0.687519,Prioridade em acuracia,0,0,1,1
266,M-AxPPA,M-AxPPA-LOA,LOA,16,5,6,5,"M=5, L=6, K=5",0,0,0.9916,0.996598,1105.921,0.01772,0.010639,Baixo erro,49.1092,28.3531,0.636136,716.469,4.453125,2.832791,12.614774,0.676142,Prioridade em acuracia,0,0,1,1
267,M-AxPPA,M-AxPPA-LOA,LOA,16,5,7,4,"M=5, L=7, K=4",0,0,0.99458,0.997801,680.507,0.011361,0.007697,Baixo erro,43.646,22.9679,0.704424,770.321,4.5625,3.213936,14.663584,0.648028,Prioridade em acuracia,0,0,1,1
268,M-AxPPA,M-AxPPA-LOA,LOA,16,5,8,3,"M=5, L=8, K=3",0,0,0.996915,0.998749,447.505,0.006471,0.004321,Baixo erro,39.4687,19.9299,0.756641,800.701,4.671875,3.534933,16.514763,0.630189,Prioridade em acuracia,0,0,1,1
269,M-AxPPA,M-AxPPA-LOA,LOA,16,5,9,2,"M=5, L=9, K=2",0,0,0.998131,0.999247,258.862,0.004031,0.001378,Baixo erro,33.6531,17.0061,0.829336,829.939,4.78125,3.965264,18.95892,0.606263,Prioridade em acuracia,0,0,1,1
270,M-AxPPA,M-AxPPA-LOA,LOA,16,5,10,1,"M=5, L=10, K=1",0,0,0.999136,0.99965,121.173,0.001835,0.000963,Baixo erro,29.3641,13.5177,0.882949,864.823,4.890625,4.318173,21.118567,0.583695,Prioridade em acuracia,0,0,1,1
271,M-AxPPA,M-AxPPA-LOA,LOA,16,6,1,9,"M=6, L=1, K=9",0,0,0.975649,0.990124,2988.442,0.051104,0.033859,Baixo erro,64.9434,40.773,0.438208,592.27,4.015625,1.759678,7.066208,0.734031,Prioridade em acuracia,0,0,1,1
272,M-AxPPA,M-AxPPA-LOA,LOA,16,6,2,8,"M=6, L=2, K=8",0,0,0.980318,0.992018,2425.123,0.041317,0.027231,Baixo erro,62.1209,36.1954,0.473488,638.046,4.125,1.953139,8.0567,0.721284,Prioridade em acuracia,0,0,1,1
273,M-AxPPA,M-AxPPA-LOA,LOA,16,6,3,7,"M=6, L=3, K=7",0,0,0.984674,0.99379,1941.912,0.032289,0.01989,Baixo erro,57.0193,32.0695,0.537259,679.305,4.234375,2.274955,9.633014,0.7022,Prioridade em acuracia,1,0,1,1
274,M-AxPPA,M-AxPPA-LOA,LOA,16,6,4,6,"M=6, L=4, K=6",0,0,0.988531,0.995348,1434.597,0.024066,0.015985,Baixo erro,52.3063,30.6648,0.596171,693.352,4.34375,2.589617,11.248648,0.686657,Prioridade em acuracia,0,0,1,1
275,M-AxPPA,M-AxPPA-LOA,LOA,16,6,5,5,"M=6, L=5, K=5",0,1,0.991813,0.99668,1079.054,0.017179,0.011407,Baixo erro,46.3397,25.7435,0.670753,742.565,4.453125,2.986949,13.301257,0.659613,Prioridade em acuracia,0,0,1,1
276,M-AxPPA,M-AxPPA-LOA,LOA,16,6,6,4,"M=6, L=6, K=4",0,0,0.994734,0.997869,686.779,0.011161,0.006087,Baixo erro,42.3801,23.2352,0.720249,767.648,4.5625,3.286136,14.992994,0.645911,Prioridade em acuracia,0,0,1,1
277,M-AxPPA,M-AxPPA-LOA,LOA,16,6,7,3,"M=6, L=7, K=3",0,0,0.996574,0.99861,477.777,0.007183,0.004843,Baixo erro,38.3029,21.2938,0.771213,787.062,4.671875,3.603013,16.832826,0.628455,Prioridade em acuracia,0,0,1,1
278,M-AxPPA,M-AxPPA-LOA,LOA,16,6,8,2,"M=6, L=8, K=2",0,0,0.998242,0.999288,234.786,0.003721,0.002089,Baixo erro,34.2385,16.3457,0.822018,836.543,4.78125,3.930275,18.791627,0.606092,Prioridade em acuracia,0,0,1,1
279,M-AxPPA,M-AxPPA-LOA,LOA,16,6,9,1,"M=6, L=9, K=1",0,0,0.998712,0.999482,184.855,0.002805,0.000636,Baixo erro,28.2849,14.7277,0.896438,852.723,4.890625,4.384144,21.441206,0.582885,Prioridade em acuracia,0,0,1,1
280,M-AxPPA,M-AxPPA-LOA,LOA,16,7,1,8,"M=7, L=1, K=8",0,0,0.981134,0.992346,2382.732,0.039526,0.026983,Baixo erro,59.7737,36.446,0.502829,635.54,4.125,2.074168,8.555942,0.713735,Prioridade em acuracia,0,0,1,1
281,M-AxPPA,M-AxPPA-LOA,LOA,16,7,2,7,"M=7, L=2, K=7",0,0,0.985287,0.99403,1851.073,0.030816,0.021145,Baixo erro,55.0447,31.7865,0.561942,682.135,4.234375,2.379472,10.075577,0.693109,Prioridade em acuracia,0,0,1,1
282,M-AxPPA,M-AxPPA-LOA,LOA,16,7,3,6,"M=7, L=3, K=6",0,0,0.988405,0.995298,1488.115,0.024343,0.016023,Baixo erro,50.3395,30.1937,0.620756,698.063,4.34375,2.696409,11.712526,0.678547,Prioridade em acuracia,0,0,1,1
283,M-AxPPA,M-AxPPA-LOA,LOA,16,7,4,5,"M=7, L=4, K=5",0,1,0.992312,0.996883,1000.821,0.016165,0.010355,Baixo erro,46.8788,25.9519,0.664015,740.481,4.453125,2.956943,13.167638,0.663184,Prioridade em acuracia,0,0,1,1
284,M-AxPPA,M-AxPPA-LOA,LOA,16,7,5,4,"M=7, L=5, K=4",0,0,0.994386,0.997723,685.047,0.011791,0.007714,Baixo erro,42.1963,22.7933,0.722546,772.067,4.5625,3.296618,15.040819,0.642445,Prioridade em acuracia,0,0,1,1
285,M-AxPPA,M-AxPPA-LOA,LOA,16,7,6,3,"M=7, L=6, K=3",0,0,0.997372,0.998932,383.897,0.005455,0.004322,Baixo erro,37.6213,20.022,0.779734,799.78,4.671875,3.642819,17.018795,0.623793,Prioridade em acuracia,0,0,1,1
286,M-AxPPA,M-AxPPA-LOA,LOA,16,7,7,2,"M=7, L=7, K=2",0,0,0.997547,0.999009,318.2,0.00523,0.002487,Baixo erro,32.3086,15.5429,0.846143,844.571,4.78125,4.045621,19.343126,0.596976,Prioridade em acuracia,0,0,1,1
287,M-AxPPA,M-AxPPA-LOA,LOA,16,7,8,1,"M=7, L=8, K=1",0,0,0.999612,0.999841,87.33,0.00077,0.001039,Baixo erro,29.0489,13.9823,0.886889,860.177,4.890625,4.337442,21.212801,0.583511,Prioridade em acuracia,0,0,1,1
288,M-AxPPA,M-AxPPA-LOA,LOA,16,8,1,7,"M=8, L=1, K=7",0,0,0.98522,0.994004,1879.996,0.030969,0.021104,Baixo erro,53.9496,32.0384,0.57563,679.616,4.234375,2.437433,10.321003,0.689802,Prioridade em acuracia,0,0,1,1
289,M-AxPPA,M-AxPPA-LOA,LOA,16,8,2,6,"M=8, L=2, K=6",0,0,0.989572,0.995765,1297.077,0.021763,0.015867,Baixo erro,50.8953,27.6937,0.613809,723.063,4.34375,2.666232,11.581447,0.675177,Prioridade em acuracia,0,0,1,1
290,M-AxPPA,M-AxPPA-LOA,LOA,16,8,3,5,"M=8, L=3, K=5",0,1,0.992407,0.996923,975.76,0.015987,0.009969,Baixo erro,46.0134,24.3354,0.674833,756.646,4.453125,3.005115,13.382151,0.656951,Prioridade em acuracia,0,0,1,1
291,M-AxPPA,M-AxPPA-LOA,LOA,16,8,4,4,"M=8, L=4, K=4",0,0,0.994728,0.997861,653.798,0.011048,0.00751,Baixo erro,41.4269,22.2654,0.732164,777.346,4.5625,3.340499,15.241029,0.638759,Prioridade em acuracia,0,0,1,1
