architecture_id,family,variant,baseline_source,w_bits,m_bits,l_bits,k_bits,approximation_strategy,is_literature_baseline,selected_for_synthesis,input_vectors,ssim,ncc,mae,mre,mred,accuracy_rank,technology_node_nm,supply_voltage,clock_mhz,energy_saving_pct,area_saving_pct,power_mw,area_um2,delay_ns,pdp,edp,normalized_error,normalized_energy_saving,normalized_area_saving,balanced_score,pareto_optimal_energy_error,pareto_optimal_area_error
181,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,7,7,2,TRUNC,0,0,1000000,0.995474,0.998166,535.61,0.009539,0.005829,113,65,1.25,200,40.5982,41.4791,0.742523,585.209,4.78125,3.550187,16.974331,0.985418,0.414267,0.458846,0.680201,0,0
182,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,7,8,1,TRUNC,0,0,1000000,0.999162,0.99966,127.796,0.001763,0.001122,31,65,1.25,200,37.0494,36.0949,0.786882,639.051,4.890625,3.848346,18.820818,0.997193,0.378055,0.399285,0.660913,0,0
183,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,8,1,7,TRUNC,0,0,1000000,0.956424,0.982345,5304.611,0.091848,0.05611,326,65,1.25,200,62.975,56.1877,0.462812,438.123,4.234375,1.959721,8.298192,0.859632,0.642602,0.621554,0.736056,0,0
184,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,8,2,6,TRUNC,0,0,1000000,0.968876,0.987383,3791.92,0.065447,0.041812,295,65,1.25,200,57.315,51.8587,0.533563,481.413,4.34375,2.317663,10.06735,0.8954,0.584847,0.573666,0.72236,0,0
185,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,8,3,5,TRUNC,0,1,1000000,0.978376,0.991233,2665.476,0.045442,0.029387,262,65,1.25,200,53.4587,49.489,0.581767,505.11,4.453125,2.590679,11.536619,0.926484,0.545497,0.547452,0.717332,0,0
186,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,8,4,4,TRUNC,0,0,1000000,0.985552,0.994149,1819.44,0.030526,0.017792,204,65,1.25,200,49.2093,46.5475,0.634884,534.525,4.5625,2.896659,13.216005,0.95549,0.502136,0.514913,0.708701,0,0
187,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,8,5,3,TRUNC,0,0,1000000,0.99134,0.996495,1072.132,0.018334,0.010249,150,65,1.25,200,44.8028,42.4558,0.689965,575.442,4.671875,3.223428,15.059453,0.97436,0.457171,0.46965,0.692402,0,0
188,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,8,6,2,TRUNC,0,0,1000000,0.996192,0.998457,469.02,0.00803,0.004868,107,65,1.25,200,40.4901,38.68,0.743874,613.2,4.78125,3.556646,17.005212,0.987822,0.413164,0.427882,0.674704,0,0
189,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,8,7,1,TRUNC,0,0,1000000,0.998084,0.999225,212.52,0.004072,0.002099,60,65,1.25,200,36.8494,36.9826,0.789383,630.174,4.890625,3.860577,18.880633,0.994749,0.376014,0.409105,0.661063,0,0
190,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,9,1,6,TRUNC,0,0,1000000,0.967761,0.986938,3948.828,0.067939,0.041659,291,65,1.25,200,57.1588,51.7918,0.535515,482.082,4.34375,2.326144,10.104188,0.895783,0.583253,0.572926,0.721826,0,0
191,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,9,2,5,TRUNC,0,0,1000000,0.97766,0.990949,2749.592,0.047095,0.028669,256,65,1.25,200,53.8816,49.0281,0.576479,509.719,4.453125,2.567135,11.431773,0.92828,0.549812,0.542353,0.718631,0,0
192,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,9,3,4,TRUNC,0,0,1000000,0.985122,0.993976,1858.085,0.031459,0.018046,208,65,1.25,200,49.0479,45.0644,0.636902,549.356,4.5625,2.905865,13.258008,0.954855,0.500489,0.498507,0.704557,0,0
193,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,9,4,3,TRUNC,0,0,1000000,0.991734,0.996652,1022.09,0.017438,0.010478,154,65,1.25,200,44.7578,41.9439,0.690528,580.561,4.671875,3.226058,15.071741,0.973788,0.456712,0.463987,0.690851,0,0
194,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,9,5,2,TRUNC,0,0,1000000,0.995799,0.998302,561.774,0.008949,0.004349,100,65,1.25,200,39.8703,40.3437,0.751622,596.563,4.78125,3.593691,17.182337,0.98912,0.40684,0.446286,0.676755,0,0
195,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,9,6,1,TRUNC,0,0,1000000,0.998243,0.999295,262.232,0.003853,0.000584,10,65,1.25,200,35.1071,36.5184,0.811161,634.816,4.890625,3.967083,19.401517,0.998539,0.358236,0.40397,0.655519,1,1
196,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,10,1,5,TRUNC,0,1,1000000,0.978358,0.991229,2651.979,0.045543,0.028684,257,65,1.25,200,52.8689,48.839,0.589139,511.61,4.453125,2.623508,11.682811,0.928242,0.539479,0.540262,0.714579,0,0
197,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,10,2,4,TRUNC,0,0,1000000,0.986008,0.994333,1752.915,0.029537,0.01752,203,65,1.25,200,46.6452,44.9289,0.666935,550.711,4.5625,3.042891,13.883189,0.956171,0.475971,0.497008,0.696268,0,0
198,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,10,3,3,TRUNC,0,0,1000000,0.992311,0.996885,981.491,0.016206,0.009891,144,65,1.25,200,44.3553,42.4796,0.695558,575.204,4.671875,3.249561,15.181542,0.975256,0.452605,0.469913,0.69126,0,0
199,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,10,4,2,TRUNC,0,0,1000000,0.996352,0.998519,474.329,0.007615,0.005529,112,65,1.25,200,39.3503,38.5924,0.758121,614.076,4.78125,3.624768,17.330921,0.986168,0.401534,0.426913,0.669695,0,0
200,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,10,5,1,TRUNC,0,0,1000000,0.999072,0.999627,164.384,0.002027,0.000387,6,65,1.25,200,34.672,35.2964,0.8166,647.036,4.890625,3.993685,19.531617,0.999032,0.353796,0.390452,0.651483,1,1
201,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,11,1,4,TRUNC,0,0,1000000,0.986423,0.994494,1665.016,0.028494,0.018859,215,65,1.25,200,46.2249,44.7363,0.672189,552.637,4.5625,3.066864,13.992566,0.952821,0.471683,0.494877,0.692834,0,0
202,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,11,2,3,TRUNC,0,0,1000000,0.99157,0.996585,1057.843,0.017773,0.010805,161,65,1.25,200,42.7561,42.0178,0.715549,579.822,4.671875,3.342953,15.61786,0.97297,0.436287,0.464805,0.683498,0,0
203,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,11,3,2,TRUNC,0,0,1000000,0.996231,0.998471,442.004,0.007904,0.005311,109,65,1.25,200,37.0765,38.256,0.786543,617.44,4.78125,3.76066,17.980656,0.986714,0.378332,0.423191,0.661076,0,0
204,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,11,4,1,TRUNC,0,0,1000000,0.999166,0.99966,94.588,0.001701,0.001707,45,65,1.25,200,32.2508,35.6925,0.846865,643.075,4.890625,4.141701,20.255507,0.99573,0.32909,0.394834,0.642227,0,0
205,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,12,1,3,TRUNC,0,1,1000000,0.991901,0.996719,1009.528,0.017081,0.010326,152,65,1.25,200,40.7669,39.0905,0.740414,609.095,4.671875,3.459122,16.160586,0.974168,0.415989,0.432423,0.670456,0,0
206,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,12,2,2,TRUNC,0,0,1000000,0.996398,0.998538,440.771,0.007545,0.005173,108,65,1.25,200,36.7091,36.149,0.791136,638.51,4.78125,3.782619,18.085649,0.987059,0.374583,0.399884,0.655257,0,0
207,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,12,3,1,TRUNC,0,0,1000000,0.998625,0.999447,162.595,0.002982,0.000822,18,65,1.25,200,33.0666,33.5616,0.836668,664.384,4.890625,4.091828,20.011599,0.997944,0.337414,0.371262,0.641422,0,0
208,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,13,1,2,TRUNC,0,0,1000000,0.996928,0.998755,363.019,0.006468,0.004023,88,65,1.25,200,37.0506,37.6775,0.786868,623.225,4.78125,3.762213,17.98808,0.989936,0.378067,0.416792,0.661153,0,0
209,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,13,2,1,TRUNC,0,0,1000000,0.998886,0.999547,119.809,0.002319,0.00176,48,65,1.25,200,32.7385,33.8478,0.840769,661.522,4.890625,4.111884,20.109682,0.995597,0.334066,0.374428,0.639827,0,0
210,M-AxPPA,M-AxPPA-TRUNC,synthetic_from_public_paper_structure,16,14,1,1,TRUNC,0,0,1000000,0.999415,0.999761,99.631,0.001198,0.001161,33,65,1.25,200,30.0276,31.5491,0.874655,684.509,4.890625,4.27761,20.920184,0.997096,0.306404,0.348999,0.625734,0,0
211,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,1,1,14,LOA,0,0,1000000,0.92,0.953,8167.0,0.126,0.0827805237382172,370,65,1.25,200,91.4382,59.2601,0.107022,407.399,3.46875,0.371232,1.287712,0.792911,0.933043,0.655541,0.814483,1,0
212,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,1,2,13,LOA,0,0,1000000,0.949738,0.979612,6115.388,0.105402,0.070773,356,65,1.25,200,87.9831,56.5088,0.150211,434.912,3.578125,0.537475,1.923152,0.82295,0.897787,0.625106,0.809574,1,0
213,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,1,3,12,LOA,0,0,1000000,0.957047,0.982579,5262.84,0.090126,0.05991,341,65,1.25,200,82.5999,52.2099,0.217501,477.901,3.6875,0.802037,2.95751,0.850125,0.842856,0.577551,0.793066,1,0
214,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,1,4,11,LOA,0,0,1000000,0.963647,0.98525,4460.627,0.076148,0.05217,321,65,1.25,200,79.4891,49.371,0.256386,506.29,3.796875,0.973467,3.696131,0.869488,0.811113,0.546147,0.784389,1,0
215,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,1,5,10,LOA,0,0,1000000,0.969352,0.987574,3808.345,0.064405,0.041659,292,65,1.25,200,73.6034,47.2616,0.329957,527.384,3.90625,1.288896,5.034749,0.895783,0.751055,0.522812,0.770534,1,0
216,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,1,6,9,LOA,0,0,1000000,0.975183,0.989932,3071.204,0.052023,0.03518,280,65,1.25,200,69.9365,43.5888,0.375794,564.112,4.015625,1.509048,6.059772,0.911991,0.713638,0.482183,0.756606,1,0
217,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,1,7,8,LOA,0,1,1000000,0.980262,0.991996,2428.431,0.041446,0.027187,249,65,1.25,200,65.3233,40.1832,0.433458,598.168,4.125,1.788016,7.375566,0.931987,0.666564,0.44451,0.741594,1,0
218,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,1,8,7,LOA,0,0,1000000,0.985206,0.993995,1843.714,0.030929,0.021904,230,65,1.25,200,59.5739,35.8528,0.505326,641.472,4.234375,2.139739,9.060457,0.945204,0.607897,0.396607,0.717427,1,0
219,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,1,9,6,LOA,0,0,1000000,0.988032,0.995151,1475.356,0.025229,0.015383,186,65,1.25,200,55.905,32.4796,0.551187,675.204,4.34375,2.394219,10.399888,0.961517,0.570459,0.359292,0.704202,1,0
220,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,1,10,5,LOA,0,0,1000000,0.991547,0.996578,1052.627,0.017888,0.010092,148,65,1.25,200,52.3537,29.3708,0.595578,706.292,4.453125,2.652185,11.81051,0.974753,0.534221,0.324903,0.690597,1,0
221,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,1,11,4,LOA,0,0,1000000,0.994247,0.997672,783.459,0.012176,0.006839,126,65,1.25,200,46.1655,25.8054,0.672931,741.946,4.5625,3.07025,14.008014,0.982891,0.471077,0.285462,0.66427,1,0
222,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,1,12,3,LOA,0,0,1000000,0.996845,0.998719,422.295,0.00658,0.004851,106,65,1.25,200,42.617,22.8002,0.717288,771.998,4.671875,3.351079,15.655823,0.987864,0.434867,0.252218,0.647186,0,0
223,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,1,13,2,LOA,0,0,1000000,0.997419,0.998961,345.343,0.005585,0.001708,46,65,1.25,200,37.2153,21.2144,0.784809,787.856,4.78125,3.75237,17.941017,0.995727,0.379748,0.234676,0.627924,0,0
224,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,1,14,1,LOA,0,1,1000000,0.998703,0.999477,201.101,0.002802,0.00092,23,65,1.25,200,33.7402,16.0532,0.828247,839.468,4.890625,4.050647,19.810193,0.997698,0.344288,0.177582,0.604981,0,0
225,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,2,1,13,LOA,0,1,1000000,0.948604,0.979158,6288.461,0.107908,0.070951,357,65,1.25,200,88.62,60.93,0.14225,390.7,3.578125,0.508988,1.821224,0.822504,0.904286,0.674013,0.82143,1,0
226,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,2,2,12,LOA,0,0,1000000,0.956483,0.982348,5359.652,0.091254,0.061318,342,65,1.25,200,81.9925,53.8444,0.225094,461.556,3.6875,0.830032,3.060745,0.846603,0.836658,0.595632,0.792928,0,0
227,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,2,3,11,LOA,0,0,1000000,0.963872,0.985347,4448.736,0.075786,0.0506,317,65,1.25,200,78.4985,50.4604,0.268769,495.396,3.796875,1.020482,3.874644,0.873416,0.801005,0.558198,0.785028,1,0
228,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,2,4,10,LOA,0,0,1000000,0.970152,0.987894,3644.101,0.062621,0.04171,293,65,1.25,200,73.9186,45.2883,0.326018,547.117,3.90625,1.273507,4.974636,0.895656,0.754271,0.500983,0.767237,1,0
229,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,2,5,9,LOA,0,0,1000000,0.97595,0.990243,2980.852,0.050396,0.034292,273,65,1.25,200,68.1309,43.1621,0.398363,568.379,4.015625,1.599678,6.423705,0.914213,0.695213,0.477463,0.750213,1,0
230,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,2,6,8,LOA,0,0,1000000,0.980594,0.992131,2430.862,0.040749,0.026725,246,65,1.25,200,63.725,39.0887,0.453437,609.113,4.125,1.870429,7.715518,0.933143,0.650255,0.432403,0.733984,1,0
231,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,2,7,7,LOA,0,0,1000000,0.98444,0.993692,1961.753,0.032721,0.020886,224,65,1.25,200,58.9623,35.8789,0.512971,641.211,4.234375,2.17211,9.19753,0.94775,0.601656,0.396896,0.716446,1,0
232,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,2,8,6,LOA,0,0,1000000,0.987938,0.995111,1527.508,0.025372,0.016113,193,65,1.25,200,54.285,32.733,0.571438,672.67,4.34375,2.482184,10.781985,0.959691,0.553929,0.362096,0.698155,0,0
233,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,2,9,5,LOA,0,0,1000000,0.991508,0.996556,1070.9,0.017821,0.011808,175,65,1.25,200,51.4924,29.8618,0.606345,701.382,4.453125,2.700131,12.024021,0.97046,0.525433,0.330334,0.686675,0,0
234,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,2,10,4,LOA,0,0,1000000,0.994319,0.997698,764.339,0.011959,0.007483,134,65,1.25,200,45.0357,26.3239,0.687054,736.761,4.5625,3.134682,14.301989,0.98128,0.459548,0.291197,0.660657,0,0
235,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,2,11,3,LOA,0,0,1000000,0.996019,0.998394,497.919,0.008542,0.003421,78,65,1.25,200,41.5678,21.9664,0.730403,780.336,4.671875,3.412351,15.942078,0.991442,0.424161,0.242994,0.643204,1,0
236,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,2,12,2,LOA,0,0,1000000,0.998104,0.999231,258.002,0.003973,0.00271,70,65,1.25,200,37.2201,19.4619,0.784749,805.381,4.78125,3.75208,17.939632,0.99322,0.379797,0.215289,0.622936,0,0
237,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,2,13,1,LOA,0,0,1000000,0.999021,0.999608,150.757,0.002153,0.000239,5,65,1.25,200,32.5967,14.8095,0.842541,851.905,4.890625,4.120554,20.152083,0.999402,0.332619,0.163824,0.598913,1,0
238,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,3,1,12,LOA,0,1,1000000,0.95642,0.982321,5329.974,0.091362,0.061679,343,65,1.25,200,81.3075,52.4836,0.233656,475.164,3.6875,0.861605,3.177169,0.8457,0.829668,0.580579,0.787065,0,0
239,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,3,2,11,LOA,0,0,1000000,0.963572,0.985227,4438.387,0.076481,0.050295,315,65,1.25,200,76.0101,49.3206,0.299874,506.794,3.796875,1.138585,4.323065,0.874179,0.775613,0.545589,0.773963,1,0
240,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,3,3,10,LOA,0,0,1000000,0.969844,0.98777,3695.552,0.063284,0.041963,296,65,1.25,200,71.2343,45.391,0.359571,546.09,3.90625,1.404575,5.48662,0.895023,0.726881,0.502119,0.757592,0,0
241,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,3,4,9,LOA,0,0,1000000,0.975865,0.990205,3006.069,0.050499,0.035271,282,65,1.25,200,68.9048,41.6768,0.38869,583.232,4.015625,1.560831,6.267713,0.911764,0.70311,0.461033,0.748589,0,0
242,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,3,5,8,LOA,0,0,1000000,0.980228,0.991979,2493.218,0.041438,0.02812,254,65,1.25,200,64.3722,39.6845,0.445347,603.155,4.125,1.837058,7.577866,0.929653,0.656859,0.438994,0.736043,0,0
243,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,3,6,7,LOA,0,0,1000000,0.984571,0.993747,1895.595,0.032467,0.020473,223,65,1.25,200,58.7271,34.471,0.515911,655.29,4.234375,2.18456,9.250248,0.948783,0.599256,0.381321,0.712956,1,0
244,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,3,7,6,LOA,0,0,1000000,0.988265,0.995244,1492.027,0.024706,0.015435,187,65,1.25,200,55.3478,31.4993,0.558153,685.007,4.34375,2.424477,10.53132,0.961387,0.564773,0.348448,0.699984,0,0
245,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,3,8,5,LOA,0,0,1000000,0.991299,0.996479,1117.738,0.018423,0.01026,151,65,1.25,200,50.0377,29.8297,0.624529,701.703,4.453125,2.781107,12.384618,0.974333,0.510589,0.329979,0.683152,0,0
246,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,3,9,4,LOA,0,0,1000000,0.994285,0.997685,705.077,0.012067,0.007127,131,65,1.25,200,44.1553,25.5826,0.698058,744.174,4.5625,3.184891,14.531067,0.982171,0.450564,0.282997,0.656274,0,0
247,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,3,10,3,LOA,0,0,1000000,0.996719,0.998672,447.94,0.006944,0.003901,87,65,1.25,200,40.6781,22.6872,0.741524,773.128,4.671875,3.464305,16.184802,0.990241,0.415083,0.250968,0.641081,0,0
248,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,3,11,2,LOA,0,0,1000000,0.99747,0.998981,352.023,0.005461,0.001828,50,65,1.25,200,37.0949,19.907,0.786314,800.93,4.78125,3.759564,17.975414,0.995427,0.378519,0.220213,0.624467,0,0
249,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,3,12,1,LOA,0,0,1000000,0.999031,0.999605,151.501,0.00199,0.001837,51,65,1.25,200,30.7202,16.5078,0.865998,834.922,4.890625,4.235272,20.713126,0.995404,0.313471,0.182611,0.594169,0,0
250,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,1,11,LOA,0,1,1000000,0.96354,0.985212,4460.721,0.076488,0.051,318,65,1.25,200,75.425,49.1125,0.307187,508.875,3.796875,1.166352,4.428492,0.872415,0.769643,0.543287,0.770619,0,0
251,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,2,10,LOA,0,0,1000000,0.970014,0.987833,3680.241,0.062795,0.043215,302,65,1.25,200,72.8495,44.3366,0.339382,556.634,3.90625,1.32571,5.178554,0.891891,0.743362,0.490456,0.759619,0,0
252,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,3,9,LOA,0,0,1000000,0.975366,0.990005,3054.368,0.051606,0.035279,283,65,1.25,200,67.0983,42.535,0.411271,574.65,4.015625,1.651511,6.63185,0.911744,0.684677,0.470526,0.744027,0,0
253,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,4,8,LOA,0,0,1000000,0.98039,0.992048,2413.551,0.041178,0.027001,248,65,1.25,200,63.6716,39.1929,0.454105,608.071,4.125,1.873182,7.726877,0.932453,0.64971,0.433556,0.733713,0,0
254,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,5,7,LOA,0,0,1000000,0.985026,0.993925,1880.598,0.031373,0.021404,227,65,1.25,200,58.9198,33.3134,0.513502,666.866,4.234375,2.174362,9.207063,0.946454,0.601222,0.368516,0.710036,0,0
255,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,6,6,LOA,0,0,1000000,0.988356,0.995283,1475.293,0.024555,0.014857,184,65,1.25,200,53.6319,30.2754,0.579602,697.246,4.34375,2.517645,10.936021,0.962833,0.547264,0.334909,0.691799,1,0
256,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,7,5,LOA,0,0,1000000,0.991338,0.996492,1119.557,0.018296,0.010729,158,65,1.25,200,50.0811,27.4593,0.623987,725.407,4.453125,2.778691,12.373858,0.97316,0.511032,0.303757,0.677534,0,0
257,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,8,4,LOA,0,0,1000000,0.995014,0.997974,650.291,0.010364,0.008046,141,65,1.25,200,45.5488,24.8712,0.68064,751.288,4.5625,3.105418,14.168469,0.979872,0.464784,0.275128,0.658642,0,0
258,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,9,3,LOA,0,0,1000000,0.996955,0.998768,410.797,0.006455,0.003507,82,65,1.25,200,39.8135,22.6655,0.752331,773.345,4.671875,3.514797,16.420691,0.991227,0.40626,0.250728,0.638389,0,0
259,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,10,2,LOA,0,0,1000000,0.9987,0.9993,10300.0,0.0202,0.0013114184025630454,38,65,1.25,200,36.1238,18.0355,0.798453,819.645,4.78125,3.817601,18.252907,0.996719,0.36861,0.19951,0.617439,0,0
260,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,4,11,1,LOA,0,0,1000000,0.998301,0.999317,192.52,0.003701,0.000826,19,65,1.25,200,29.9971,13.7279,0.875036,862.721,4.890625,4.279473,20.929297,0.997934,0.306093,0.151859,0.586574,0,0
261,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,1,10,LOA,0,0,1000000,0.969439,0.987607,3782.308,0.064159,0.042228,297,65,1.25,200,70.0806,43.885,0.373992,561.15,3.90625,1.460908,5.706671,0.89436,0.715108,0.48546,0.749842,0,0
262,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,2,9,LOA,0,0,1000000,0.975506,0.990067,3058.382,0.051427,0.033806,269,65,1.25,200,65.7612,39.8089,0.427985,601.911,4.015625,1.718628,6.901365,0.915429,0.671033,0.44037,0.734878,1,0
263,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,3,8,LOA,0,0,1000000,0.979888,0.991849,2507.646,0.042328,0.026619,245,65,1.25,200,62.3648,38.1891,0.470441,618.109,4.125,1.940567,8.00484,0.933408,0.636376,0.422451,0.727255,1,0
264,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,4,7,LOA,0,0,1000000,0.985058,0.993937,1865.74,0.031276,0.021691,229,65,1.25,200,57.4127,34.7829,0.532342,652.171,4.234375,2.254134,9.544848,0.945736,0.585844,0.384772,0.707581,0,0
265,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,5,6,LOA,0,0,1000000,0.988217,0.995222,1464.502,0.02475,0.016134,194,65,1.25,200,51.9243,31.7472,0.600946,682.528,4.34375,2.61036,11.338749,0.959638,0.52984,0.351191,0.687519,0,0
266,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,6,5,LOA,0,0,1000000,0.9916,0.996598,1105.921,0.01772,0.010639,156,65,1.25,200,49.1092,28.3531,0.636136,716.469,4.453125,2.832791,12.614774,0.973385,0.501114,0.313645,0.676142,0,0
267,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,7,4,LOA,0,0,1000000,0.99458,0.997801,680.507,0.011361,0.007697,137,65,1.25,200,43.646,22.9679,0.704424,770.321,4.5625,3.213936,14.663584,0.980745,0.445367,0.254073,0.648028,0,0
268,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,8,3,LOA,0,0,1000000,0.996915,0.998749,447.505,0.006471,0.004321,97,65,1.25,200,39.4687,19.9299,0.756641,800.701,4.671875,3.534933,16.514763,0.98919,0.402742,0.220466,0.630189,0,0
269,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,9,2,LOA,0,0,1000000,0.998131,0.999247,258.862,0.004031,0.001378,40,65,1.25,200,33.6531,17.0061,0.829336,829.939,4.78125,3.965264,18.95892,0.996553,0.343399,0.188123,0.606263,0,0
270,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,5,10,1,LOA,0,0,1000000,0.999136,0.99965,121.173,0.001835,0.000963,25,65,1.25,200,29.3641,13.5177,0.882949,864.823,4.890625,4.318173,21.118567,0.997591,0.299634,0.149534,0.583695,0,0
271,M-AxPPA,M-AxPPA-LOA,synthetic_from_public_paper_structure,16,6,1,9,LOA,0,0,1000000,0.975649,0.990124,2988.442,0.051104,0.033859,270,65,1.25,200,64.9434,40.773,0.438208,592.27,4.015625,1.759678,7.066208,0.915296,0.662688,0.451035,0.734031,0,0
